Time(s),CTSresistance,HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),SweatRate(kg/s),FatigueLevel,RespirationRate(1/min)
52.62,0,108.685560,36.984722,35.001031,0,0,22.222222
52.82,0,108.685560,36.984842,35.002669,0,0,22.222222
53.02,0,108.685560,36.984963,35.004305,0,0,22.222222
53.22,0,108.628201,36.985083,35.005939,0,0,22.222222
53.42,0,108.628201,36.985203,35.007573,0,0,22.222222
53.62,0,108.628201,36.985324,35.009204,0,0,22.222222
53.82,0,108.551631,36.985445,35.010835,0,0,22.222222
54.02,0,108.551631,36.985565,35.012464,0,0,22.222222
54.22,0,108.551631,36.985686,35.014091,0,0,22.222222
54.42,0,108.491610,36.985807,35.015717,0,0,22.222222
54.62,0,108.491610,36.985928,35.017341,0,0,22.222222
54.82,0,108.469116,36.986049,35.018964,0,0,22.222222
55.02,0,108.469116,36.986170,35.020585,0,0,22.222222
55.22,0,108.469116,36.986291,35.022205,0,0,22.222222
55.42,0,108.461115,36.986412,35.023823,0,0,22.222222
55.62,0,108.461115,36.986533,35.025440,0,0,22.222222
55.82,0,108.461115,36.986655,35.027055,0,0,22.222222
56.02,0,108.417278,36.986776,35.028668,0,0,22.222222
56.22,0,108.417278,36.986898,35.030280,0,0,22.222222
56.42,0,108.417278,36.987019,35.031890,0,0,22.222222
56.62,0,108.359244,36.987141,35.033499,0,0,22.222222
56.82,0,108.359244,36.987263,35.035106,0,0,22.222222
57.02,0,108.359244,36.987385,35.036712,0,0,22.222222
57.22,0,108.323684,36.987507,35.038316,0,0,22.222222
57.42,0,108.323684,36.987629,35.039919,0,0,22.222222
57.62,0,108.325991,36.987751,35.041519,0,0,22.222222
57.82,0,108.325991,36.987873,35.043119,0,0,22.222222
58.02,0,108.325991,36.987995,35.044716,0,0,22.222222
58.22,0,108.331809,36.988118,35.046312,0,0,22.222222
58.42,0,108.331809,36.988240,35.047906,0,0,22.222222
58.62,0,108.331809,36.988363,35.049499,0,0,22.222222
58.82,0,108.297965,36.988485,35.051090,0,0,22.222222
59.02,0,108.297965,36.988608,35.052680,0,0,22.222222
59.22,0,108.297965,36.988731,35.054268,0,0,22.222222
59.42,0,108.255751,36.988854,35.055854,0,0,22.222222
59.62,0,108.255751,36.988977,35.057439,0,0,22.222222
59.82,0,108.255751,36.989100,35.059023,0,0,22.222222
60.02,0,108.238890,36.989223,35.060604,0,0,22.222222
60.22,0,108.238890,36.989346,35.062184,0,0,22.222222
60.42,0,108.256266,36.989469,35.063763,0,0,22.222222
60.62,0,108.256266,36.989593,35.065340,0,0,22.222222
60.82,0,108.256266,36.989716,35.066915,0,0,22.222222
61.02,0,108.264090,36.989840,35.068489,0,0,22.222222
61.22,0,108.264090,36.989963,35.070061,0,0,22.222222
61.42,0,108.264090,36.990087,35.071631,0,0,22.222222
61.62,0,108.231984,36.990211,35.073200,0,0,22.222222
61.82,0,108.231984,36.990335,35.074767,0,0,22.222222
62.02,0,108.231984,36.990459,35.076333,0,0,22.222222
62.22,0,108.197285,36.990583,35.077898,0,0,22.222222
62.42,0,108.197285,36.990707,35.079461,0,0,22.222222
62.62,0,108.197285,36.990831,35.081022,0,0,22.222222
62.82,0,108.191014,36.990955,35.082582,0,0,22.222222
63.02,0,108.191014,36.991080,35.084140,0,0,22.222222
63.22,0,108.214654,36.991204,35.085696,0,0,22.222222
63.42,0,108.214654,36.991329,35.087251,0,0,22.222222
