Time(s),CTSresistance,HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),SweatRate(kg/s),FatigueLevel,RespirationRate(1/min)
77.42,0,122.220360,37.014501,35.311348,0,0.081407,23.437500
77.62,0,122.220360,37.014669,35.313056,0,0.080832,23.437500
77.82,0,117.485358,37.014839,35.314756,0,0.081528,23.437500
78.02,0,117.485358,37.015009,35.316448,0,0.081114,23.437500
78.22,0,117.519575,37.015179,35.318137,0,0.080596,23.437500
78.42,0,117.519575,37.015349,35.319826,0,0.081528,23.437500
78.62,0,117.519575,37.015519,35.321512,0,0.080895,23.437500
78.82,0,117.515764,37.015689,35.323197,0,0.081306,23.437500
79.02,0,117.515764,37.015859,35.324881,0,0.081250,23.437500
79.22,0,117.515764,37.016030,35.326562,0,0.080783,23.437500
79.42,0,117.509204,37.016200,35.328243,0,0.081574,23.437500
79.62,0,117.509204,37.016371,35.329922,0,0.080981,23.437500
79.82,0,117.531124,37.016541,35.331599,0,0.080925,23.437500
80.02,0,117.531124,37.016712,35.333274,0,0.081387,23.437500
80.22,0,117.531124,37.016883,35.334948,0,0.080814,23.437500
80.42,0,117.582506,37.017053,35.336621,0,0.081506,23.437500
80.62,0,117.582506,37.017224,35.338291,0,0.081094,23.437500
80.82,0,117.614287,37.017395,35.339960,0,0.080573,23.437500
81.02,0,117.614287,37.017566,35.341628,0,0.081506,23.437500
81.22,0,117.614287,37.017737,35.343294,0,0.080874,23.437500
81.42,0,117.609629,37.017909,35.344958,0,0.081282,23.437500
81.62,0,117.609629,37.018080,35.346621,0,0.081228,23.437500
81.82,0,117.609629,37.018251,35.348282,0,0.080762,23.437500
82.02,0,117.605181,37.018423,35.349942,0,0.081549,23.437500
82.22,0,117.605181,37.018594,35.351600,0,0.080959,23.437500
82.42,0,117.630868,37.018766,35.353257,0,0.080899,23.437500
82.62,0,117.630868,37.018938,35.354912,0,0.081364,23.437500
82.82,0,117.630868,37.019109,35.356566,0,0.080791,23.437500
83.02,0,117.683553,37.019281,35.358218,0,0.081481,23.437500
83.22,0,117.683553,37.019453,35.359868,0,0.081071,23.437500
83.42,0,117.712236,37.019625,35.361517,0,0.080546,23.437500
83.62,0,117.712236,37.019797,35.363164,0,0.081481,23.437500
83.82,0,117.712236,37.019969,35.364809,0,0.080851,23.437500
84.02,0,117.706419,37.020142,35.366453,0,0.081255,23.437500
84.22,0,117.706419,37.020314,35.368096,0,0.081203,23.437500
84.42,0,117.706419,37.020486,35.369737,0,0.080738,23.437500
84.62,0,117.703615,37.020659,35.371377,0,0.081523,23.437500
84.82,0,117.703615,37.020831,35.373015,0,0.080935,23.437500
85.02,0,117.732348,37.021004,35.374651,0,0.080872,23.437500
85.22,0,117.732348,37.021177,35.376286,0,0.081338,23.437500
85.42,0,117.732348,37.021349,35.377920,0,0.080767,23.437500
85.62,0,117.785268,37.021522,35.379551,0,0.081454,23.437500
85.82,0,117.785268,37.021695,35.381182,0,0.081047,23.437500
86.02,0,117.810160,37.021868,35.382810,0,0.080519,23.437500
86.22,0,117.810160,37.022041,35.384437,0,0.081455,23.437500
86.42,0,117.810160,37.022214,35.386063,0,0.080827,23.437500
86.62,0,117.802864,37.022388,35.387687,0,0.081227,23.437500
86.82,0,117.802864,37.022561,35.389310,0,0.081178,23.437500
87.02,0,117.802864,37.022734,35.390931,0,0.080713,23.622047
87.22,0,117.801407,37.022907,35.392550,0,0.081496,23.622047
87.42,0,117.801407,37.023081,35.394168,0,0.080910,23.622047
87.62,0,117.832632,37.023254,35.395785,0,0.080845,23.622047
87.82,0,117.832632,37.023428,35.397400,0,0.081313,23.622047
88.02,0,117.832632,37.023602,35.399014,0,0.080742,23.622047
